Large Language Models on Graphs: A Comprehensive Survey,IEEE Year: 2024
Assessing GPT's Legal Knowledge in Japanese Real Estate Transactions Exam,IEEE Year: 2024
Understanding Code Changes Practically with Small-Scale Language Models,IEEE Year: 2024
Reality Bites: Assessing the Realism of Driving Scenarios with Large Language Models,IEEE Year: 2024
Structured Extraction of Real World Medical Knowledge using LLMs for Summarization and Search,IEEE Year: 2024
Understanding Code Changes Practically with Small-Scale Language Models,IEEE Year: 2024
Reality Bites: Assessing the Realism of Driving Scenarios with Large Language Models,IEEE Year: 2024
Structured Extraction of Real World Medical Knowledge using LLMs for Summarization and Search,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
LLM-Based Test-Driven Interactive Code Generation: User Study and Empirical Evaluation,IEEE Year: 2024
FormalEval: A Method for Automatic Evaluation of Code Generation via Large Language Models,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,IEEE Year: 2024
Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
Rome was Not Built in a Single Step: Hierarchical Prompting for LLM-based Chip Design,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
LLM-Based Test-Driven Interactive Code Generation: User Study and Empirical Evaluation,IEEE Year: 2024
FormalEval: A Method for Automatic Evaluation of Code Generation via Large Language Models,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,IEEE Year: 2024
Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
Rome was Not Built in a Single Step: Hierarchical Prompting for LLM-based Chip Design,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Invited Paper: Software/Hardware Co-design for LLM and Its Application for Design Verification,IEEE Year: 2024
eDKM: An Efficient and Accurate Train-Time Weight Clustering for Large Language Models,IEEE Year: 2024
Automatic Data Transformation Using Large Language Model - An Experimental Study on Building Energy Data,IEEE Year: 2023
Do Vision and Language Encoders Represent the World Similarly?,IEEE Year: 2024
Invited Paper: Software/Hardware Co-design for LLM and Its Application for Design Verification,IEEE Year: 2024
eDKM: An Efficient and Accurate Train-Time Weight Clustering for Large Language Models,IEEE Year: 2024
Automatic Data Transformation Using Large Language Model - An Experimental Study on Building Energy Data,IEEE Year: 2023
Do Vision and Language Encoders Represent the World Similarly?,IEEE Year: 2024
Lost in Translation: A Study of Bugs Introduced by Large Language Models While Translating Code,IEEE Year: 2024
A Fine-tuning Dataset and Benchmark for Large Language Models for Protein Understanding,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
BVQA: Connecting Language and Vision Through Multimodal Attention for Open-Ended Question Answering,IEEE Year: 2025
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Structured Extraction of Real World Medical Knowledge using LLMs for Summarization and Search,IEEE Year: 2024
"Survey of Different Large Language Model Architectures: Trends, Benchmarks, and Challenges",IEEE Year: 2024
ChatGraph: Interpretable Text Classification by Converting ChatGPT Knowledge to Graphs,IEEE Year: 2023
Lost in Translation: A Study of Bugs Introduced by Large Language Models While Translating Code,IEEE Year: 2024
A Fine-tuning Dataset and Benchmark for Large Language Models for Protein Understanding,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
BVQA: Connecting Language and Vision Through Multimodal Attention for Open-Ended Question Answering,IEEE Year: 2025
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Structured Extraction of Real World Medical Knowledge using LLMs for Summarization and Search,IEEE Year: 2024
"Survey of Different Large Language Model Architectures: Trends, Benchmarks, and Challenges",IEEE Year: 2024
ChatGraph: Interpretable Text Classification by Converting ChatGPT Knowledge to Graphs,IEEE Year: 2023
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
Compositional API Recommendation for Library-Oriented Code Generation,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
LogiCode: An LLM-Driven Framework for Logical Anomaly Detection,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
Compositional API Recommendation for Library-Oriented Code Generation,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
LogiCode: An LLM-Driven Framework for Logical Anomaly Detection,IEEE Year: 2024
Benchmarking Large Language Models for Ethereum Smart Contract Development,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
RTL-Repo: A Benchmark for Evaluating LLMs on Large-Scale RTL Design Projects,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
"$\mathbf{A^{3}}$A3-CodGen: A Repository-Level Code Generation Framework for Code Reuse With Local-Aware, Global-Aware, and Third-Party-Library-Aware",IEEE Year: 2024
Qiskit Code Assistant: Training LLMs for generating Quantum Computing Code,IEEE Year: 2024
Compositional API Recommendation for Library-Oriented Code Generation,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,IEEE Year: 2024
CyberMetric: A Benchmark Dataset based on Retrieval-Augmented Generation for Evaluating LLMs in Cybersecurity Knowledge,IEEE Year: 2024
LLM-Based Test-Driven Interactive Code Generation: User Study and Empirical Evaluation,IEEE Year: 2024
Benchmarking Large Language Models for Image Classification of Marine Mammals,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,IEEE Year: 2024
Understanding Open Source Large Language Models: An Exploratory Study,IEEE Year: 2024
DomainVoyager: Embracing The Unknown Domain by Prompting for Automatic Augmentation,IEEE Year: 2024
Imperfect Code Generation: Uncovering Weaknesses in Automatic Code Generation by Large Language Models,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
Benchmarking Large Language Models for Ethereum Smart Contract Development,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
RTL-Repo: A Benchmark for Evaluating LLMs on Large-Scale RTL Design Projects,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
"$\mathbf{A^{3}}$A3-CodGen: A Repository-Level Code Generation Framework for Code Reuse With Local-Aware, Global-Aware, and Third-Party-Library-Aware",IEEE Year: 2024
Qiskit Code Assistant: Training LLMs for generating Quantum Computing Code,IEEE Year: 2024
Compositional API Recommendation for Library-Oriented Code Generation,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,IEEE Year: 2024
CyberMetric: A Benchmark Dataset based on Retrieval-Augmented Generation for Evaluating LLMs in Cybersecurity Knowledge,IEEE Year: 2024
LLM-Based Test-Driven Interactive Code Generation: User Study and Empirical Evaluation,IEEE Year: 2024
Benchmarking Large Language Models for Image Classification of Marine Mammals,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,IEEE Year: 2024
Understanding Open Source Large Language Models: An Exploratory Study,IEEE Year: 2024
DomainVoyager: Embracing The Unknown Domain by Prompting for Automatic Augmentation,IEEE Year: 2024
Imperfect Code Generation: Uncovering Weaknesses in Automatic Code Generation by Large Language Models,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
Benchmarking Large Language Models for Ethereum Smart Contract Development,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
RTL-Repo: A Benchmark for Evaluating LLMs on Large-Scale RTL Design Projects,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
Understanding Code Changes Practically with Small-Scale Language Models,IEEE Year: 2024
Invited Paper: Software/Hardware Co-design for LLM and Its Application for Design Verification,IEEE Year: 2024
"$\mathbf{A^{3}}$A3-CodGen: A Repository-Level Code Generation Framework for Code Reuse With Local-Aware, Global-Aware, and Third-Party-Library-Aware",IEEE Year: 2024
CyberMetric: A Benchmark Dataset based on Retrieval-Augmented Generation for Evaluating LLMs in Cybersecurity Knowledge,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,IEEE Year: 2024
High-precision Online Log Parsing with Large Language Models,IEEE Year: 2024
Compositional API Recommendation for Library-Oriented Code Generation,IEEE Year: 2024
LLM-Based Test-Driven Interactive Code Generation: User Study and Empirical Evaluation,IEEE Year: 2024
RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,IEEE Year: 2024
Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,IEEE Year: 2024
Adaptive Tidying Robots: Learning from Interaction and Observation,IEEE Year: 2025
An Empirical Comparison of Code Generation Approaches for Ansible,IEEE Year: 2024
Imperfect Code Generation: Uncovering Weaknesses in Automatic Code Generation by Large Language Models,IEEE Year: 2024
Understanding Open Source Large Language Models: An Exploratory Study,IEEE Year: 2024
LLM-Guided Cross-Modal Point Cloud Quality Assessment: A Graph Learning Approach,IEEE Year: 2024
Reality Bites: Assessing the Realism of Driving Scenarios with Large Language Models,IEEE Year: 2024
Benchmarking Large Language Models for Ethereum Smart Contract Development,IEEE Year: 2024
Test-Driven Development and LLM-based Code Generation,IEEE Year: 2024
Fix the Tests: Augmenting LLMs to Repair Test Cases with Static Collector and Neural Reranker,IEEE Year: 2024
RTL-Repo: A Benchmark for Evaluating LLMs on Large-Scale RTL Design Projects,IEEE Year: 2024
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,IEEE Year: 2024
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
Understanding Code Changes Practically with Small-Scale Language Models,IEEE Year: 2024
Invited Paper: Software/Hardware Co-design for LLM and Its Application for Design Verification,IEEE Year: 2024
"$\mathbf{A^{3}}$A3-CodGen: A Repository-Level Code Generation Framework for Code Reuse With Local-Aware, Global-Aware, and Third-Party-Library-Aware",IEEE Year: 2024
CyberMetric: A Benchmark Dataset based on Retrieval-Augmented Generation for Evaluating LLMs in Cybersecurity Knowledge,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,IEEE Year: 2024
High-precision Online Log Parsing with Large Language Models,IEEE Year: 2024
Compositional API Recommendation for Library-Oriented Code Generation,IEEE Year: 2024
LLM-Based Test-Driven Interactive Code Generation: User Study and Empirical Evaluation,IEEE Year: 2024
RGD: Multi-LLM Based Agent Debugger via Refinement and Generation Guidance,IEEE Year: 2024
Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,IEEE Year: 2024
Adaptive Tidying Robots: Learning from Interaction and Observation,IEEE Year: 2025
An Empirical Comparison of Code Generation Approaches for Ansible,IEEE Year: 2024
Imperfect Code Generation: Uncovering Weaknesses in Automatic Code Generation by Large Language Models,IEEE Year: 2024
Understanding Open Source Large Language Models: An Exploratory Study,IEEE Year: 2024
LLM-Guided Cross-Modal Point Cloud Quality Assessment: A Graph Learning Approach,IEEE Year: 2024
Reality Bites: Assessing the Realism of Driving Scenarios with Large Language Models,IEEE Year: 2024
DomainVoyager: Embracing The Unknown Domain by Prompting for Automatic Augmentation,IEEE Year: 2024
SEARCHD - Advanced Retrieval with Text Generation using Large Language Models and Cross Encoding Re-ranking,IEEE Year: 2024
Semantic Sleuth: Identifying Ponzi Contracts via Large Language Models,IEEE Year: 2024
Product Helpfulness Detection With Novel Transformer Based BERT Embedding and Class Probability Features,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
Lost in Translation: A Study of Bugs Introduced by Large Language Models While Translating Code,IEEE Year: 2024
Harnessing Large Language Models for Software Vulnerability Detection: A Comprehensive Benchmarking Study,IEEE Year: 2025
Understanding Code Changes Practically with Small-Scale Language Models,IEEE Year: 2024
Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,IEEE Year: 2024
Large Language Models on Graphs: A Comprehensive Survey,IEEE Year: 2024
Harnessing Large Language Models for Software Vulnerability Detection: A Comprehensive Benchmarking Study,IEEE Year: 2025
Understanding Code Changes Practically with Small-Scale Language Models,IEEE Year: 2024
Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,IEEE Year: 2024
Large Language Models on Graphs: A Comprehensive Survey,IEEE Year: 2024
RTL-Repo: A Benchmark for Evaluating LLMs on Large-Scale RTL Design Projects,IEEE Year: 2024
FormalEval: A Method for Automatic Evaluation of Code Generation via Large Language Models,IEEE Year: 2024
A Fine-tuning Dataset and Benchmark for Large Language Models for Protein Understanding,IEEE Year: 2024
LLM - Based Code Generation for Querying Temporal Tabular Financial Data,IEEE Year: 2024
"DataAgent: Evaluating Large Language Models’ Ability to Answer Zero-Shot, Natural Language Queries",IEEE Year: 2024
The Fault in our Stars: Quality Assessment of Code Generation Benchmarks,IEEE Year: 2024
Benchmarking Large Language Models for Ethereum Smart Contract Development,IEEE Year: 2024
How Far Have We Gone in Binary Code Understanding Using Large Language Models,IEEE Year: 2024
Are Large Language Models Good Neural Architecture Generators for Edge?,IEEE Year: 2024
CodeLMSec Benchmark: Systematically Evaluating and Finding Security Vulnerabilities in Black-Box Code Language Models,IEEE Year: 2024
Commit Message Generation via ChatGPT: How Far are We?,IEEE Year: 2024
Qiskit Code Assistant: Training LLMs for generating Quantum Computing Code,IEEE Year: 2024
Chain-of-Thought in Neural Code Generation: From and for Lightweight Language Models,IEEE Year: 2024
AutoTest: Evolutionary Code Solution Selection with Test Cases,IEEE Year: 2024
"Survey of Different Large Language Model Architectures: Trends, Benchmarks, and Challenges",IEEE Year: 2024
Understanding Open Source Large Language Models: An Exploratory Study,IEEE Year: 2024
Imperfect Code Generation: Uncovering Weaknesses in Automatic Code Generation by Large Language Models,IEEE Year: 2024
SEED-Bench: Benchmarking Multimodal Large Language Models,IEEE Year: 2024
e-ViL: A Dataset and Benchmark for Natural Language Explanations in Vision-Language Tasks,IEEE Year: 2021
An Empirical Comparison of Code Generation Approaches for Ansible,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
A Comprehensive Overview of Backdoor Attacks in Large Language Models Within Communication Networks,IEEE Year: 2024
VisEval: A Benchmark for Data Visualization in the Era of Large Language Models,IEEE Year: 2025
Qiskit HumanEval: An Evaluation Benchmark for Quantum Code Generative Models,IEEE Year: 2024
RTL-Repo: A Benchmark for Evaluating LLMs on Large-Scale RTL Design Projects,IEEE Year: 2024
FormalEval: A Method for Automatic Evaluation of Code Generation via Large Language Models,IEEE Year: 2024
A Fine-tuning Dataset and Benchmark for Large Language Models for Protein Understanding,IEEE Year: 2024
LLM - Based Code Generation for Querying Temporal Tabular Financial Data,IEEE Year: 2024
"DataAgent: Evaluating Large Language Models’ Ability to Answer Zero-Shot, Natural Language Queries",IEEE Year: 2024
The Fault in our Stars: Quality Assessment of Code Generation Benchmarks,IEEE Year: 2024
Benchmarking Large Language Models for Ethereum Smart Contract Development,IEEE Year: 2024
How Far Have We Gone in Binary Code Understanding Using Large Language Models,IEEE Year: 2024
Are Large Language Models Good Neural Architecture Generators for Edge?,IEEE Year: 2024
CodeLMSec Benchmark: Systematically Evaluating and Finding Security Vulnerabilities in Black-Box Code Language Models,IEEE Year: 2024
Commit Message Generation via ChatGPT: How Far are We?,IEEE Year: 2024
Qiskit Code Assistant: Training LLMs for generating Quantum Computing Code,IEEE Year: 2024
Chain-of-Thought in Neural Code Generation: From and for Lightweight Language Models,IEEE Year: 2024
AutoTest: Evolutionary Code Solution Selection with Test Cases,IEEE Year: 2024
"Survey of Different Large Language Model Architectures: Trends, Benchmarks, and Challenges",IEEE Year: 2024
Understanding Open Source Large Language Models: An Exploratory Study,IEEE Year: 2024
Imperfect Code Generation: Uncovering Weaknesses in Automatic Code Generation by Large Language Models,IEEE Year: 2024
SEED-Bench: Benchmarking Multimodal Large Language Models,IEEE Year: 2024
e-ViL: A Dataset and Benchmark for Natural Language Explanations in Vision-Language Tasks,IEEE Year: 2021
An Empirical Comparison of Code Generation Approaches for Ansible,IEEE Year: 2024
CodeFuse-13B: A Pretrained Multi-Lingual Code Large Language Model,IEEE Year: 2024
User Centric Evaluation of Code Generation Tools (Invited Paper),IEEE Year: 2024
A Comprehensive Overview of Backdoor Attacks in Large Language Models Within Communication Networks,IEEE Year: 2024
VisEval: A Benchmark for Data Visualization in the Era of Large Language Models,IEEE Year: 2025
Qiskit HumanEval: An Evaluation Benchmark for Quantum Code Generative Models,IEEE Year: 2024
Sallm: Security Assessment of Generated Code,IEEE Year: 2024
Towards Evaluation and Understanding of Large Language Models for Cyber Operation Automation,IEEE Year: 2023
Towards Efficient Fine-Tuning of Language Models With Organizational Data for Automated Software Review,IEEE Year: 2024
RTLCoder: Outperforming GPT-3.5 in Design RTL Generation with Our Open-Source Dataset and Lightweight Solution,IEEE Year: 2024
Enhancing GPT-3.5's Proficiency in Netlogo Through Few-Shot Prompting and Retrieval-Augmented Generation,IEEE Year: 2024
Visistant: A Conversational Chatbot for Natural Language to Visualizations With Gemini Large Language Models,IEEE Year: 2024
Invited Paper: VerilogEval: Evaluating Large Language Models for Verilog Code Generation,IEEE Year: 2023
Benchmarking Causal Study to Interpret Large Language Models for Source Code,IEEE Year: 2023
Reality Bites: Assessing the Realism of Driving Scenarios with Large Language Models,IEEE Year: 2024
Question Generation using Knowledge Graphs with the T5 Language Model and Masked Self-Attention,IEEE Year: 2021
Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,IEEE Year: 2024
"Evaluating the Performance of Large Language Models in Competitive Programming: A Multi-Year, Multi-Grade Analysis",IEEE Year: 2024
ScenEval: A Benchmark for Scenario-Based Evaluation of Code Generation,IEEE Year: 2024
Large Language Models on Graphs: A Comprehensive Survey,IEEE Year: 2024
Advancing Multimodal Large Language Models in Chart Question Answering with Visualization-Referenced Instruction Tuning,IEEE Year: 2025
Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,IEEE Year: 2024
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,IEEE Year: 2024
Clickbait Detection in Telugu: Overcoming NLP Challenges in Resource-Poor Languages using Benchmarked Techniques,IEEE Year: 2021
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,IEEE Year: 2024
Code Generation Using Self-Interactive Assistant,IEEE Year: 2024
