Benchmarking large language models for automated verilog rtl code generation,https://ieeexplore.ieee.org/abstract/document/10137086/,"S Thakur, B Ahmad, Z Fan, H Pearce… - … , Automation & Test …, 2023 - ieeexplore.ieee.org"
Llm-assisted code cleaning for training accurate code generators,https://arxiv.org/abs/2311.14904,"N Jain, T Zhang, WL Chiang, JE Gonzalez… - arXiv preprint arXiv …, 2023 - arxiv.org"
Effibench: Benchmarking the efficiency of automatically generated code,https://arxiv.org/abs/2402.02037,"D Huang, Y Qing, W Shang, H Cui… - arXiv preprint arXiv …, 2024 - arxiv.org"
Planning in natural language improves llm search for code generation,https://arxiv.org/abs/2409.03733,"E Wang, F Cassano, C Wu, Y Bai, W Song… - arXiv preprint arXiv …, 2024 - arxiv.org"
The github recent bugs dataset for evaluating llm-based debugging applications,https://ieeexplore.ieee.org/abstract/document/10638568/,"JY Lee, S Kang, J Yoon, S Yoo - 2024 IEEE Conference on …, 2024 - ieeexplore.ieee.org"
Studying LLM Performance on Closed-and Open-source Data,https://arxiv.org/abs/2402.15100,"T Ahmed, C Bird, P Devanbu, S Chakraborty - arXiv preprint arXiv …, 2024 - arxiv.org"
Evaluating large language models in class-level code generation,https://dl.acm.org/doi/abs/10.1145/3597503.3639219,"X Du, M Liu, K Wang, H Wang, J Liu, Y Chen… - Proceedings of the …, 2024 - dl.acm.org"
"Top Leaderboard Ranking= Top Coding Proficiency, Always? EvoEval: Evolving Coding Benchmarks via LLM",https://arxiv.org/abs/2403.19114,"CS Xia, Y Deng, L Zhang - arXiv preprint arXiv:2403.19114, 2024 - arxiv.org"
Benchmarking and explaining large language model-based code generation: A causality-centric approach,https://arxiv.org/abs/2310.06680,"Z Ji, P Ma, Z Li, S Wang - arXiv preprint arXiv:2310.06680, 2023 - arxiv.org"
"A survey of large language models for code: Evolution, benchmarking, and future trends",https://arxiv.org/abs/2311.10372,"Z Zheng, K Ning, Y Wang, J Zhang, D Zheng… - arXiv preprint arXiv …, 2023 - arxiv.org"
Can LLM Replace Stack Overflow? A Study on Robustness and Reliability of Large Language Model Code Generation,https://ojs.aaai.org/index.php/AAAI/article/view/30185,"L Zhong, Z Wang - Proceedings of the AAAI Conference on Artificial …, 2024 - ojs.aaai.org"
Bias assessment and mitigation in llm-based code generation,https://arxiv.org/abs/2309.14345,"D Huang, Q Bu, J Zhang, X Xie, J Chen… - arXiv preprint arXiv …, 2023 - arxiv.org"
Code-aware prompting: A study of coverage-guided test generation in regression setting using llm,https://dl.acm.org/doi/abs/10.1145/3643769,"G Ryan, S Jain, M Shang, S Wang, X Ma… - Proceedings of the …, 2024 - dl.acm.org"
[PDF] SALLM: Security Assessment of Generated Code,https://lsiddiqsunny.github.io/public/2311.00889.pdf,"ML Siddiq, J Santos, S Devareddy… - arXiv preprint arXiv …, 2023 - lsiddiqsunny.github.io"
Lever: Learning to verify language-to-code generation with execution,https://proceedings.mlr.press/v202/ni23b.html,"A Ni, S Iyer, D Radev, V Stoyanov… - International …, 2023 - proceedings.mlr.press"
Codeultrafeedback: An llm-as-a-judge dataset for aligning large language models to coding preferences,https://arxiv.org/abs/2403.09032,"M Weyssow, A Kamanda, X Zhou… - arXiv preprint arXiv …, 2024 - arxiv.org"
Llm-based code generation method for golang compiler testing,https://dl.acm.org/doi/abs/10.1145/3611643.3617850,"Q Gu - Proceedings of the 31st ACM Joint European Software …, 2023 - dl.acm.org"
A study on robustness and reliability of large language model code generation,https://arxiv.org/abs/2308.10335,"L Zhong, Z Wang - arXiv preprint arXiv:2308.10335, 2023 - arxiv.org"
The Larger the Better? Improved LLM Code-Generation via Budget Reallocation,https://arxiv.org/abs/2404.00725,"M Hassid, T Remez, J Gehring, R Schwartz… - arXiv preprint arXiv …, 2024 - arxiv.org"
TESTEVAL: Benchmarking Large Language Models for Test Case Generation,https://arxiv.org/abs/2406.04531,"W Wang, C Yang, Z Wang, Y Huang, Z Chu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Evaluating language models for efficient code generation,https://arxiv.org/abs/2408.06450,"J Liu, S Xie, J Wang, Y Wei, Y Ding, L Zhang - arXiv preprint arXiv …, 2024 - arxiv.org"
"Livebench: A challenging, contamination-free llm benchmark",https://arxiv.org/abs/2406.19314,"C White, S Dooley, M Roberts, A Pal, B Feuer… - arXiv preprint arXiv …, 2024 - arxiv.org"
"From llms to llm-based agents for software engineering: A survey of current, challenges and future",https://arxiv.org/abs/2408.02479,"H Jin, L Huang, H Cai, J Yan, B Li, H Chen - arXiv preprint arXiv …, 2024 - arxiv.org"
Teaching Code LLMs to Use Autocompletion Tools in Repository-Level Code Generation,https://arxiv.org/abs/2401.06391,"C Wang, J Zhang, Y Feng, T Li, W Sun, Y Liu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Llms for science: Usage for code generation and data analysis,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2723,"M Nejjar, L Zacharias, F Stiehle… - Journal of Software …, 2025 - Wiley Online Library"
On leakage of code generation evaluation datasets,https://arxiv.org/abs/2407.07565,"A Matton, T Sherborne, D Aumiller… - arXiv preprint arXiv …, 2024 - arxiv.org"
Table meets llm: Can large language models understand structured table data? a benchmark and empirical study,https://dl.acm.org/doi/abs/10.1145/3616855.3635752,"Y Sui, M Zhou, M Zhou, S Han, D Zhang - Proceedings of the 17th ACM …, 2024 - dl.acm.org"
Copilot Evaluation Harness: Evaluating LLM-Guided Software Programming,https://arxiv.org/abs/2402.14261,"A Agarwal, A Chan, S Chandel, J Jang, S Miller… - arXiv preprint arXiv …, 2024 - arxiv.org"
[PDF] Benchmarking the Security Aspect of Large Language Model-Based Code Generation,https://llm4code.github.io/assets/pdf/papers/42.pdf,"C Cheng, J Yang - 2024 - llm4code.github.io"
L2CEval: Evaluating Language-to-Code Generation Capabilities of Large Language Models,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00705/124835,"A Ni, P Yin, Y Zhao, M Riddell, T Feng… - Transactions of the …, 2024 - direct.mit.edu"
LLM4VV: Developing LLM-driven testsuite for compiler validation,https://www.sciencedirect.com/science/article/pii/S0167739X24002449,"C Munley, A Jarmusch, S Chandrasekaran - Future Generation Computer …, 2024 - Elsevier"
AICoderEval: Improving AI Domain Code Generation of Large Language Models,https://arxiv.org/abs/2406.04712,"Y Xia, Y Chen, T Shi, J Wang, J Yang - arXiv preprint arXiv:2406.04712, 2024 - arxiv.org"
Large language models are few-shot testers: Exploring llm-based general bug reproduction,https://ieeexplore.ieee.org/abstract/document/10172763/,"S Kang, J Yoon, S Yoo - 2023 IEEE/ACM 45th International …, 2023 - ieeexplore.ieee.org"
Exploring the Effectiveness of LLM based Test-driven Interactive Code Generation: User Study and Empirical Evaluation,https://dl.acm.org/doi/abs/10.1145/3639478.3643525,"S Fakhoury, A Naik, G Sakkas, S Chakraborty… - Proceedings of the …, 2024 - dl.acm.org"
Toolqa: A dataset for llm question answering with external tools,https://proceedings.neurips.cc/paper_files/paper/2023/hash/9cb2a7495900f8b602cb10159246a016-Abstract-Datasets_and_Benchmarks.html,"Y Zhuang, Y Yu, K Wang, H Sun… - Advances in Neural …, 2024 - proceedings.neurips.cc"
BioCoder: a benchmark for bioinformatics code generation with contextual pragmatic knowledge,https://arxiv.org/abs/2308.16458,"X Tang, B Qian, R Gao, J Chen, X Chen… - arXiv preprint arXiv …, 2023 - arxiv.org"
Generative Software Engineering,https://arxiv.org/abs/2403.02583,"Y Huang, Y Chen, X Chen, J Chen, R Peng… - arXiv preprint arXiv …, 2024 - arxiv.org"
What's Wrong with Your Code Generated by Large Language Models? An Extensive Study,https://arxiv.org/abs/2407.06153,"S Dou, H Jia, S Wu, H Zheng, W Zhou, M Wu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Large language model-aware in-context learning for code generation,https://arxiv.org/abs/2310.09748,"J Li, G Li, C Tao, H Zhang, F Liu, Z Jin - arXiv preprint arXiv:2310.09748, 2023 - arxiv.org"
Lampilot: An open benchmark dataset for autonomous driving with language model programs,https://openaccess.thecvf.com/content/CVPR2024/html/Ma_LaMPilot_An_Open_Benchmark_Dataset_for_Autonomous_Driving_with_Language_CVPR_2024_paper.html,"Y Ma, C Cui, X Cao, W Ye, P Liu, J Lu… - Proceedings of the …, 2024 - openaccess.thecvf.com"
ClarifyGPT: Empowering LLM-based Code Generation with Intention Clarification,https://arxiv.org/abs/2310.10996,"F Mu, L Shi, S Wang, Z Yu, B Zhang, C Wang… - arXiv preprint arXiv …, 2023 - arxiv.org"
A Review on Code Generation with LLMs: Application and Evaluation,https://ieeexplore.ieee.org/abstract/document/10403378/,"J Wang, Y Chen - 2023 IEEE International Conference on …, 2023 - ieeexplore.ieee.org"
Syntactic Robustness for LLM-based Code Generation,https://arxiv.org/abs/2404.01535,"L Sarker, M Downing, A Desai, T Bultan - arXiv preprint arXiv:2404.01535, 2024 - arxiv.org"
Self-collaboration code generation via chatgpt,https://dl.acm.org/doi/abs/10.1145/3672459,"Y Dong, X Jiang, Z Jin, G Li - ACM Transactions on Software …, 2024 - dl.acm.org"
Rethinking the influence of source code on test case generation,https://arxiv.org/abs/2409.09464,"D Huang, JM Zhang, M Du, M Harman… - arXiv preprint arXiv …, 2024 - arxiv.org"
Binary code summarization: Benchmarking chatgpt/gpt-4 and other large language models,https://arxiv.org/abs/2312.09601,"X Jin, J Larson, W Yang, Z Lin - arXiv preprint arXiv:2312.09601, 2023 - arxiv.org"
Few-shot training LLMs for project-specific code-summarization,https://dl.acm.org/doi/abs/10.1145/3551349.3559555,"T Ahmed, P Devanbu - Proceedings of the 37th IEEE/ACM International …, 2022 - dl.acm.org"
Automatic semantic augmentation of language model prompts (for code summarization),https://dl.acm.org/doi/abs/10.1145/3597503.3639183,"T Ahmed, KS Pai, P Devanbu, E Barr - Proceedings of the IEEE/ACM …, 2024 - dl.acm.org"
Benchmarking generation and evaluation capabilities of large language models for instruction controllable summarization,https://arxiv.org/abs/2311.09184,"Y Liu, AR Fabbri, J Chen, Y Zhao, S Han, S Joty… - arXiv preprint arXiv …, 2023 - arxiv.org"
Codescope: An execution-based multilingual multitask multidimensional benchmark for evaluating llms on code understanding and generation,https://arxiv.org/abs/2311.08588,"W Yan, H Liu, Y Wang, Y Li, Q Chen, W Wang… - arXiv preprint arXiv …, 2023 - arxiv.org"
Project-specific code summarization with in-context learning,https://www.sciencedirect.com/science/article/pii/S0164121224001948,"S Yun, S Lin, X Gu, B Shen - Journal of Systems and Software, 2024 - Elsevier"
Code summarization without direct access to code-towards exploring federated llms for software engineering,https://dl.acm.org/doi/abs/10.1145/3661167.3661210,"J Kumar, S Chimalakonda - … of the 28th International Conference on …, 2024 - dl.acm.org"
SUMMEDITS: measuring LLM ability at factual reasoning through the lens of summarization,https://aclanthology.org/2023.emnlp-main.600/,"P Laban, W Kryściński, D Agarwal… - Proceedings of the …, 2023 - aclanthology.org"
Table meets llm: Can large language models understand structured table data? a benchmark and empirical study,https://dl.acm.org/doi/abs/10.1145/3616855.3635752,"Y Sui, M Zhou, M Zhou, S Han, D Zhang - Proceedings of the 17th ACM …, 2024 - dl.acm.org"
Studying LLM Performance on Closed-and Open-source Data,https://arxiv.org/abs/2402.15100,"T Ahmed, C Bird, P Devanbu, S Chakraborty - arXiv preprint arXiv …, 2024 - arxiv.org"
Benchmarking large language models for news summarization,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00632/119276,"T Zhang, F Ladhak, E Durmus, P Liang… - Transactions of the …, 2024 - direct.mit.edu"
The github recent bugs dataset for evaluating llm-based debugging applications,https://ieeexplore.ieee.org/abstract/document/10638568/,"JY Lee, S Kang, J Yoon, S Yoo - 2024 IEEE Conference on …, 2024 - ieeexplore.ieee.org"
DevEval: A Manually-Annotated Code Generation Benchmark Aligned with Real-World Code Repositories,https://arxiv.org/abs/2405.19856,"J Li, G Li, Y Zhao, Y Li, H Liu, H Zhu, L Wang… - arXiv preprint arXiv …, 2024 - arxiv.org"
Mercury: An efficiency benchmark for llm code synthesis,https://arxiv.org/abs/2402.07844,"M Du, AT Luu, B Ji, SK Ng - arXiv preprint arXiv:2402.07844, 2024 - arxiv.org"
Don't make your llm an evaluation benchmark cheater,https://arxiv.org/abs/2311.01964,"K Zhou, Y Zhu, Z Chen, W Chen, WX Zhao… - arXiv preprint arXiv …, 2023 - arxiv.org"
Classeval: A manually-crafted benchmark for evaluating llms on class-level code generation,https://arxiv.org/abs/2308.01861,"X Du, M Liu, K Wang, H Wang, J Liu, Y Chen… - arXiv preprint arXiv …, 2023 - arxiv.org"
Benchmarking the Communication Competence of Code Generation for LLMs and LLM Agent,https://arxiv.org/abs/2406.00215,"JJW Wu, FH Fard - arXiv preprint arXiv:2406.00215, 2024 - arxiv.org"
A Survey on Large Language Models for Code Generation,https://arxiv.org/abs/2406.00515,"J Jiang, F Wang, J Shen, S Kim, S Kim - arXiv preprint arXiv:2406.00515, 2024 - arxiv.org"
Llm-assisted code cleaning for training accurate code generators,https://arxiv.org/abs/2311.14904,"N Jain, T Zhang, WL Chiang, JE Gonzalez… - arXiv preprint arXiv …, 2023 - arxiv.org"
A Prompt Learning Framework for Source Code Summarization,https://arxiv.org/abs/2312.16066,"W Sun, C Fang, Y You, Y Chen, Y Liu, C Wang… - arXiv preprint arXiv …, 2023 - arxiv.org"
Benchmarking and explaining large language model-based code generation: A causality-centric approach,https://arxiv.org/abs/2310.06680,"Z Ji, P Ma, Z Li, S Wang - arXiv preprint arXiv:2310.06680, 2023 - arxiv.org"
"A survey of large language models for code: Evolution, benchmarking, and future trends",https://arxiv.org/abs/2311.10372,"Z Zheng, K Ning, Y Wang, J Zhang, D Zheng… - arXiv preprint arXiv …, 2023 - arxiv.org"
Codeultrafeedback: An llm-as-a-judge dataset for aligning large language models to coding preferences,https://arxiv.org/abs/2403.09032,"M Weyssow, A Kamanda, X Zhou… - arXiv preprint arXiv …, 2024 - arxiv.org"
Benchmarking LLMs on the Semantic Overlap Summarization Task,https://arxiv.org/abs/2402.17008,"J Salvador, N Bansal, M Akter, S Sarkar, A Das… - arXiv preprint arXiv …, 2024 - arxiv.org"
A field guide to automatic evaluation of llm-generated summaries,https://dl.acm.org/doi/abs/10.1145/3626772.3661346,"TA van Schaik, B Pugh - Proceedings of the 47th International ACM …, 2024 - dl.acm.org"
A survey on evaluating large language models in code generation tasks,https://arxiv.org/abs/2408.16498,"L Chen, Q Guo, H Jia, Z Zeng, X Wang, Y Xu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Mftcoder: Boosting code llms with multitask fine-tuning,https://dl.acm.org/doi/abs/10.1145/3637528.3671609,"B Liu, C Chen, Z Gong, C Liao, H Wang, Z Lei… - Proceedings of the 30th …, 2024 - dl.acm.org"
When llm-based code generation meets the software development process,https://arxiv.org/abs/2403.15852,"F Lin, DJ Kim - arXiv preprint arXiv:2403.15852, 2024 - arxiv.org"
Opencoder: The open cookbook for top-tier code large language models,https://arxiv.org/abs/2411.04905,"S Huang, T Cheng, JK Liu, J Hao, L Song, Y Xu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Codetf: One-stop transformer library for state-of-the-art code llm,https://arxiv.org/abs/2306.00029,"NDQ Bui, H Le, Y Wang, J Li, AD Gotmare… - arXiv preprint arXiv …, 2023 - arxiv.org"
Llms as factual reasoners: Insights from existing benchmarks and beyond,https://arxiv.org/abs/2305.14540,"P Laban, W Kryściński, D Agarwal, AR Fabbri… - arXiv preprint arXiv …, 2023 - arxiv.org"
What makes good in-context demonstrations for code intelligence tasks with llms?,https://ieeexplore.ieee.org/abstract/document/10298329/,"S Gao, XC Wen, C Gao, W Wang… - 2023 38th IEEE/ACM …, 2023 - ieeexplore.ieee.org"
Mutation-based consistency testing for evaluating the code understanding capability of llms,https://dl.acm.org/doi/abs/10.1145/3644815.3644946,"Z Li, D Shin - Proceedings of the IEEE/ACM 3rd International …, 2024 - dl.acm.org"
Evaluating instruction-tuned large language models on code comprehension and generation,https://arxiv.org/abs/2308.01240,"Z Yuan, J Liu, Q Zi, M Liu, X Peng, Y Lou - arXiv preprint arXiv:2308.01240, 2023 - arxiv.org"
Code-aware prompting: A study of coverage-guided test generation in regression setting using llm,https://dl.acm.org/doi/abs/10.1145/3643769,"G Ryan, S Jain, M Shang, S Wang, X Ma… - Proceedings of the …, 2024 - dl.acm.org"
Towards more realistic evaluation of LLM-based code generation: an experimental study and beyond,https://arxiv.org/abs/2406.06918,"D Zheng, Y Wang, E Shi, R Zhang, Y Ma… - arXiv preprint arXiv …, 2024 - arxiv.org"
Summarization is (almost) dead,https://arxiv.org/abs/2309.09558,"X Pu, M Gao, X Wan - arXiv preprint arXiv:2309.09558, 2023 - arxiv.org"
Bigcodebench: Benchmarking code generation with diverse function calls and complex instructions,https://arxiv.org/abs/2406.15877,"TY Zhuo, MC Vu, J Chim, H Hu, W Yu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Generative Software Engineering,https://arxiv.org/abs/2403.02583,"Y Huang, Y Chen, X Chen, J Chen, R Peng… - arXiv preprint arXiv …, 2024 - arxiv.org"
FineSurE: Fine-grained summarization evaluation using LLMs,https://arxiv.org/abs/2407.00908,"H Song, H Su, I Shalyminov, J Cai… - arXiv preprint arXiv …, 2024 - arxiv.org"
LLM-based Test-driven Interactive Code Generation: User Study and Empirical Evaluation,https://arxiv.org/abs/2404.10100,"S Fakhoury, A Naik, G Sakkas, S Chakraborty… - arXiv preprint arXiv …, 2024 - arxiv.org"
MixEval: Deriving Wisdom of the Crowd from LLM Benchmark Mixtures,https://arxiv.org/abs/2406.06565,"J Ni, F Xue, X Yue, Y Deng, M Shah, K Jain… - arXiv preprint arXiv …, 2024 - arxiv.org"
Codetransocean: A comprehensive multilingual benchmark for code translation,https://arxiv.org/abs/2310.04951,"W Yan, Y Tian, Y Li, Q Chen, W Wang - arXiv preprint arXiv:2310.04951, 2023 - arxiv.org"
Revisiting File Context for Source Code Summarization,https://arxiv.org/abs/2309.02326,"A Bansal, CY Su, C McMillan - arXiv preprint arXiv:2309.02326, 2023 - arxiv.org"
"Livebench: A challenging, contamination-free llm benchmark",https://arxiv.org/abs/2406.19314,"C White, S Dooley, M Roberts, A Pal, B Feuer… - arXiv preprint arXiv …, 2024 - arxiv.org"
[PDF] Reasoning runtime behavior of a program with llm: How far are we?,https://ginolzh.github.io/papers/ICSE2025_Reasoning_LLM.pdf,"J Chen, Z Pan, X Hu, Z Li, G Li, X Xia - arXiv preprint cs.SE …, 2024 - ginolzh.github.io"
Cref: An llm-based conversational software repair framework for programming tutors,https://dl.acm.org/doi/abs/10.1145/3650212.3680328,"B Yang, H Tian, W Pian, H Yu, H Wang, J Klein… - Proceedings of the 33rd …, 2024 - dl.acm.org"
Exploring and evaluating hallucinations in llm-powered code generation,https://arxiv.org/abs/2404.00971,"F Liu, Y Liu, L Shi, H Huang, R Wang, Z Yang… - arXiv preprint arXiv …, 2024 - arxiv.org"
Copilot Evaluation Harness: Evaluating LLM-Guided Software Programming,https://arxiv.org/abs/2402.14261,"A Agarwal, A Chan, S Chandel, J Jang, S Miller… - arXiv preprint arXiv …, 2024 - arxiv.org"
Evaluating and explaining large language models for code using syntactic structures,https://arxiv.org/abs/2308.03873,"DN Palacio, A Velasco, D Rodriguez-Cardenas… - arXiv preprint arXiv …, 2023 - arxiv.org"
Long Code Arena: a Set of Benchmarks for Long-Context Code Models,https://arxiv.org/abs/2406.11612,"E Bogomolov, A Eliseeva, T Galimzyanov… - arXiv preprint arXiv …, 2024 - arxiv.org"
Benchmarks and Metrics for Evaluations of Code Generation: A Critical Review,https://arxiv.org/abs/2406.12655,"DG Paul, H Zhu, I Bayley - arXiv preprint arXiv:2406.12655, 2024 - arxiv.org"
Evaluating the factual consistency of large language models through summarization,https://arxiv.org/abs/2211.08412,"D Tam, A Mascarenhas, S Zhang, S Kwan… - arXiv preprint arXiv …, 2022 - arxiv.org"
A comprehensive survey on process-oriented automatic text summarization with exploration of llm-based methods,https://arxiv.org/abs/2403.02901,"H Jin, Y Zhang, D Meng, J Wang, J Tan - arXiv preprint arXiv:2403.02901, 2024 - arxiv.org"
Large Language Models for Code Summarization,https://arxiv.org/abs/2405.19032,"B Szalontai, G Szalay, T Márton, A Sike, B Pintér… - arXiv preprint arXiv …, 2024 - arxiv.org"
Planning in natural language improves llm search for code generation,https://arxiv.org/abs/2409.03733,"E Wang, F Cassano, C Wu, Y Bai, W Song… - arXiv preprint arXiv …, 2024 - arxiv.org"
Leveraging the power of llms: A fine-tuning approach for high-quality aspect-based summarization,https://arxiv.org/abs/2408.02584,"A Mullick, S Bose, R Saha, AK Bhowmick… - arXiv preprint arXiv …, 2024 - arxiv.org"
Frustrated with code quality issues? llms can help!,https://arxiv.org/abs/2309.12938,"N Wadhwa, J Pradhan, A Sonwane, SP Sahu… - arXiv preprint arXiv …, 2023 - arxiv.org"
Lampilot: An open benchmark dataset for autonomous driving with language model programs,https://openaccess.thecvf.com/content/CVPR2024/html/Ma_LaMPilot_An_Open_Benchmark_Dataset_for_Autonomous_Driving_with_Language_CVPR_2024_paper.html,"Y Ma, C Cui, X Cao, W Ye, P Liu, J Lu… - Proceedings of the …, 2024 - openaccess.thecvf.com"
A survey on large language models for software engineering,https://arxiv.org/abs/2312.15223,"Q Zhang, C Fang, Y Xie, Y Zhang, Y Yang… - arXiv preprint arXiv …, 2023 - arxiv.org"
An empirical evaluation of using large language models for automated unit test generation,https://ieeexplore.ieee.org/abstract/document/10329992/,"M Schäfer, S Nadi, A Eghbali… - IEEE Transactions on …, 2023 - ieeexplore.ieee.org"
LLM-based Test-driven Interactive Code Generation: User Study and Empirical Evaluation,https://arxiv.org/abs/2404.10100,"S Fakhoury, A Naik, G Sakkas, S Chakraborty… - arXiv preprint arXiv …, 2024 - arxiv.org"
Classeval: A manually-crafted benchmark for evaluating llms on class-level code generation,https://arxiv.org/abs/2308.01861,"X Du, M Liu, K Wang, H Wang, J Liu, Y Chen… - arXiv preprint arXiv …, 2023 - arxiv.org"
Code-aware prompting: A study of coverage-guided test generation in regression setting using llm,https://dl.acm.org/doi/abs/10.1145/3643769,"G Ryan, S Jain, M Shang, S Wang, X Ma… - Proceedings of the …, 2024 - dl.acm.org"
LLM-Powered Test Case Generation for Detecting Tricky Bugs,https://arxiv.org/abs/2404.10304,"K Liu, Y Liu, Z Chen, JM Zhang, Y Han, Y Ma… - arXiv preprint arXiv …, 2024 - arxiv.org"
Large language models are few-shot testers: Exploring llm-based general bug reproduction,https://ieeexplore.ieee.org/abstract/document/10172763/,"S Kang, J Yoon, S Yoo - 2023 IEEE/ACM 45th International …, 2023 - ieeexplore.ieee.org"
A survey on llm-based code generation for low-resource and domain-specific programming languages,https://arxiv.org/abs/2410.03981,"S Joel, JJW Wu, FH Fard - arXiv preprint arXiv:2410.03981, 2024 - arxiv.org"
Is your code generated by chatgpt really correct? rigorous evaluation of large language models for code generation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/43e9d647ccd3e4b7b5baab53f0368686-Abstract-Conference.html,"J Liu, CS Xia, Y Wang, L Zhang - Advances in Neural …, 2024 - proceedings.neurips.cc"
Mutation-based consistency testing for evaluating the code understanding capability of llms,https://dl.acm.org/doi/abs/10.1145/3644815.3644946,"Z Li, D Shin - Proceedings of the IEEE/ACM 3rd International …, 2024 - dl.acm.org"
Llm-based code generation method for golang compiler testing,https://dl.acm.org/doi/abs/10.1145/3611643.3617850,"Q Gu - Proceedings of the 31st ACM Joint European Software …, 2023 - dl.acm.org"
Benchmarking large language models for automated verilog rtl code generation,https://ieeexplore.ieee.org/abstract/document/10137086/,"S Thakur, B Ahmad, Z Fan, H Pearce… - … , Automation & Test …, 2023 - ieeexplore.ieee.org"
A survey on evaluating large language models in code generation tasks,https://arxiv.org/abs/2408.16498,"L Chen, Q Guo, H Jia, Z Zeng, X Wang, Y Xu… - arXiv preprint arXiv …, 2024 - arxiv.org"
Bigcodebench: Benchmarking code generation with diverse function calls and complex instructions,https://arxiv.org/abs/2406.15877,"TY Zhuo, MC Vu, J Chim, H Hu, W Yu… - arXiv preprint arXiv …, 2024 - arxiv.org"
A study on robustness and reliability of large language model code generation,https://arxiv.org/abs/2308.10335,"L Zhong, Z Wang - arXiv preprint arXiv:2308.10335, 2023 - arxiv.org"
